,content,pubtime,username,numlikes,id,vote,rootcmt
2741,我生孩子是因为我想要有一个自己的孩子，和我血脉相连，是我自己选择把他生下来的，我对他有责任，是我生活下去的勇气，甚至选择结婚也是因为想要孩子了。我不指望他养老，或者多孝顺，他只要好好过他自己的生活就好,1702264314,低吟易逝流光,0,198107194064,-999,0
2742,但是说实在的，现在很多年轻人并不是自己内心真的想不婚不育，有很大一部分是受社会和网络氛围的影响。我从上初中时就决定不婚不育，工作这么多年越加坚定自己的想法，所以真的希望大家多根据自己的情况慎重考虑，而不是随大流甚至以此为时髦，如果真的是从内心深处就很坚决，也有明确的规划，那以后碰到什么都不是问题，否则年纪大了是有后悔的可能的。,1702261990,姬姬姬姬姬祁,1,198103084352,-999,0
2743,从小学就在电视节目的医学频道看过生孩子的过程，我妈也描述她生我时有多么多么痛苦，要我以后必须也感受一次，还说我爸甚至在看到我妈生我的场面时晕血昏过去了被护士拖出门，于是在那一刻我就把生孩子永远剔除在自己的人生计划里[辣眼睛]不过在她后来经历了离婚以后，我妈开始尊重我想法了。我不结婚不生育都是我的自由,1702261938,Rosiah,2,198103047024,2,0
2744,女人生孩子的第一冲动，不是父母催，不是自己想，而是一定是特别爱那个男人……,1702260774,已被昵称折磨疯魔,0,198100872384,-999,0
2745,不生 自己都活得不好,1702260732,rainbowsucansee,0,198100973328,2,0
2746,我坚决不要小孩,1702260076,我运气超好的喔,0,198099674000,-999,0
2747,自己不生孩子没关系 不要鄙视那些生孩子的人（无论别人处于什么原因生孩子）不生孩子和国家政策方向是反向的 还是不要反向宣传了,1702259968,草帽当锣打,2,198099709664,-999,0
2748,我  一个二胎宝妈 二胎落地之前，在某音上看到过这样一个话题，生二胎之前你手机里最后一张关于大宝的照片，话题下面都是很多文案写着，自己如何如何对不起大宝，如何如何不是一个好妈妈，我就一脑瓜子大问号，你不是自己愿意生的吗？说完了又觉得对不起这个对不起那个是想提前给自己的偏心，自己一碗水端不平，找借口吗？我评论了一句，这无非都是自己的选择，没什么对得起对不起的选择了，就应该做到义务尽可能的一碗水端平，又有一群人来骂我圣母说我站着说话不腰疼，那既然做不到，又何必去生呢？,1702258763,MC-老娘娘,1,198097787824,-999,0
2749,选择生，选择不生，都是个人意愿，都有各自的利弊。没都没法共情对方，没必要争来争去的。自己路自己走就好了,1702257506,卓哥按时回家,1,198095924272,-999,0
2750,不是不想要孩子，是这个时代压力太大啊，单单房子一个就压的抬不起头啦。,1702255816,yuzevan,0,198093699184,2,0
2751,我选择不要 我老婆也选择不要 我们不想要[OK],1702255790,-芵,0,198093598688,-999,0
2752,"父母之爱子，则为之计深远。

“计”到最后的结果，就是“不生则不死，此灭最为乐”

不来人世，那才是最大的自在逍遥",1702255164,象牙虾,1,198092966576,-999,0
2753,虽然我喜欢孩子我想要自己的宝宝，但是我还是奉劝姐妹们为男人生孩子之前一定要擦亮双眼。我认识一个姐姐，她是比较传统的那种女性，本来在青岛有个稳定的工作工资也挺高的，家里催婚非让她回家结婚，她就找了个开理发店的结婚了，青岛那边工作也辞了回了老家，给那个男的生了个女儿，自己每天照顾女儿然后做蛋糕养活自己，她那个前夫，一年注意是一年啊，总共给了她一千块钱生活费，过年的时候没回家跟别的女的鬼混去了，房产什么的全放在自己爹那里生怕那个姐姐要他资产，还家暴她，最后离婚了姐姐拼全力要到了女儿抚养权，那个男的一次都没有去看望过女儿，后来姐姐自己开了蛋糕店，生意很红火日子才变好起来了。就是姐妹们真的，要么不结婚，要么找靠谱的，不然会毁了自己一辈子,1702253442,吹泡泡的萌宝c,1,198091090720,1,0
2754,前生育看似容易，实际上比现在还要难得多，那时候不知道多少孩子是在极其残酷的环境中长大的，但过去平均受教育水平不高，网络不发达，大家也就有苦也只能憋心里，活一天算一天。现在社会发展到一定程度，经过互联网的信息交流和认知水平提升，大多数人已经想得很透切了,1702251027,ClownBarki,1,198089032176,-999,0
2755,搞对了是吧[tv_斜眼笑],1702249316,十六夜147,0,198088174368,-999,0
2756,我选择不生，我在学校学习过相关知识，也在实习中见过剖腹产手术，护理过即将分娩和下了手术台的宝妈，我大概知道生孩子是怎么一回事儿，我不想自己的身体经历这些。我挺佩服那些勇敢的宝妈的，太伟大了。另外我自己就是个孩子，没有当妈的心性，照顾不了孩子，不过如果以后我条件不错，我是有考虑过领养一个小女孩儿的，身边有人劝我说领养的不亲，但我领养小孩肯定不是为了她能为我做什么，而是我想为她做什么，血缘对我来说并不重要，我只在乎我有多大能力帮助她。,1702247628,大懒练木兰2,1,198087325808,-999,0
2757,人口慢慢下降是必然的，不然这片土地上也养不起这么多人呐,1702245991,SteriousDreamer,0,198086842080,-999,0
2758,"02：32。【牛逼，真敢说。】
生娃是为了索取。好用。
不生是觉得养不活。给不了好东西。",1702243384,寻孕中预防恢复机构学,1,198086071888,-999,0
2759,要不要孩子过早讨论都是伪命题，只有到了适婚适育的年龄阶段以及工作家庭相对稳定的生活阶段的时候再去讨论才更有意义，所以哪怕我现在过的压力比较大但我依然会开放这么一个窗口，而不是彻底否定。,1702238976,ColdBling,1,198084678288,1,0
2760,我是真的希望那些想生男孩子的人第一胎就是男孩     不然是女孩的话    被迫生在这种不被期待的家庭中    长大还要扶持弟弟…人生好艰难,1702236952,亦蓝Gunancy,1,198083831296,-999,0
2761,丁克到 37 的来了，你们生，我尊重祝福。[OK],1702233747,夜无殇0108,0,198081956128,2,0
2762,一万二评论 幼儿园流量之王,1702233433,オハ点,0,198081790912,-999,0
2763,不想生但想领养一个，希望世界上可以多一个快乐自由的，以后想做什么就做什么的小孩，希望她以后不管是想读书画画还是卖烤串，我都能在背后一直支持她去追求自己想要的生活[给心心],1702233259,都会华灯,2,198081512896,1,0
2764,催生中，但我选择无视,1702232243,月休28天,0,198080829152,-999,0
2765,妖言惑众，偷换概念，制造焦虑，视频非常不利于社会正能量，点踩了,1702232242,无敌暴龙战神propuls,0,198080777392,-999,0
2766,"我现在抑郁症精神分裂焦虑症双相情感障碍边缘型人格换着来，我敢要孩子吗？
朋友和我聊天，说不想生孩子，有个女孩的肚子只有男人一只手宽一点，她说，她怕了。",1702231778,账号已注销,0,198080488096,2,0
2767,我不要孩子我觉得如果孩子出来必须要给孩子负责！比如最少孩子想要学什么我最后我能支持！我没有那个能力为他负责所以不要孩子,1702231655,parisintherain,1,198080212848,2,0
2768,自己活着就够受罪了，我一个人受罪就够了，何必祸害我孩子,1702230543,青白黄赤黑,0,198079211536,-999,0
2769,有足够的钱我也不想生，生孩子带来的身体代价谁生谁知道[支持],1702230516,胡辣壳炒肥肠,0,198079163168,2,0
2770,中国大多数家庭宁愿没日没夜加班工作挣钱吃好多苦也要结婚生孩子[支持][支持],1702230360,胡辣壳炒肥肠,0,198078982624,-999,0
2771,不要婪生无辜[保佑][保佑],1702229432,箖岚,0,198077738560,2,0
2772,要孩子了，但只要一个，我认为自己的能力和精力有限，能抚养一个孩子长大就已经挺好的了，以后孩子结不结婚生不生孩子都随她吧。,1702229127,魂魂爱睡觉,0,198077391616,1,0
2773,也不是不生，生不生，如生[嗑瓜子],1702228862,小裤几,0,198077015680,2,0
2774,"在能要的情况下还是得要的。因为我们总有老了的那一天，在我们老了的时候，如果没有一个象征着新的希望和延续的年轻一辈的话，我不敢想象那会是怎样一种苍白的生活。
事实上选择不要孩子最后后悔的人是很多的，而且研究表明，女性后悔的概率比男性还要大。",1702228040,评论区up主-夏梦狸,1,198075747072,1,0
2775,纹翼大叔三观正啊，而且还是个存在主义者。[子言姐姐_AWSL][子言姐姐_AWSL][子言姐姐_AWSL],1702227479,路易-大帝,0,198074967680,-999,0
2776,我只是突然想到以前看过一个新闻。一个得了癌症的孕妇。努力把孩子生下来不久后就过世了。所有人都在歌颂母爱伟大。我看得挺不是滋味的。因为强行把小孩生下来。他面临的是没有妈妈的单亲家庭。而且小孩的父亲大概率会再婚。后妈也不一定会善待小孩。很多时候。父母是根本不会考虑到小孩的处境的。,1702226963,胡渣乔,1,198074050096,-999,0
2777,不想生孩子的姐妹们来点赞，互关,1702226578,䆐王殿下,1,198073162144,-999,0
2778,我有两个娃，我喜欢孩子，看着孩子成长进步，非常有成就感。当然，我会祝福那些丁克，你们不生，我的孩子未来竞争压力会小很多,1702225366,星期二小姐姐,1,198070841920,1,0
2779,有足够的钱再说,1702225078,雨鱼_x,1,198070255872,2,0
2780,我只知道，很多日本人潜伏在国内，操控舆论，减少中国兵源,1702224294,sanqiangzhuyi,0,198068364464,-999,0
2781,首先，你开头选择的那个中年大叔，他不是自己的自主选择的苦难，是他的这个年龄所收到的社会思想带来的，我认为是社会的压迫而不是他自己想，如果他的思想接受的不是以前陈旧的社会所习以为常，几千年来都如此的观念，而是开化的现代人的思想，我想他大抵不会这么苦，所以你主观臆断这类人全都是自找的苦难我无法认同,1702224237,我与少年永远热恋,0,198068481648,-999,0
2782,二鬼子。使劲宣传不生。,1702224203,sanqiangzhuyi,1,198068215088,-999,0
2783,这个日本鬼子，很喜欢宣传中国人丁克，大家都懂，男的，可以有足够兵源,1702224049,sanqiangzhuyi,0,198067903888,-999,0
2784,震惊住我了，哪来这么多不想要孩子的？85%?[阴险]应该是信息茧房吧,1702223056,电磁波7234715,1,198065343328,1,0
2785,极端才能有流量 b站多是未成年，挣这种钱你睡得着？,1702222959,公忠体国熊东楼,3,198065092192,-999,0
2786,第一句话就开始乱讲，你自己翻翻现在网络上的主流观点，和你这个视频下的留言？但凡说了两句结婚生孩子的好话都要挨喷。反婚反育现在在网络舆论是主流了好吧。还tm丁克是祝福，祝福你发这个视频？祝福你上个这么极端的标题？极端才能有共鸣，极端才能有流量是吧？,1702222808,hsjie19,3,198064892704,-999,0
2787,现在这种环境生孩子，让孩子继续步后尘内卷吗？更别说这几年各种病毒还容易攻击孩子，最近流感很多染上的都是孩子。[再见]我一点都不想让孩子来这样一个糟糕的世界。,1702222680,美帝不亡不改名,0,198064512816,-999,0
2788,我很害怕生孩子而带来的各种负面影响，但我想有自己的孩子。我自己清楚自己的情绪管理能力不够好，经济也不够充裕，我要生孩子的话，我需要等我能管理好情绪的时候再考虑要孩子。例如在我工作和生活中遇到烦心事的时候，我能不把任何负面情绪带到孩子面前。例如在孩子想要去哪个城市逛逛，想报几个兴趣班体验一下的时候，我能毫不犹豫地拿出资金支持他不扫他的兴。在我生完孩子 有条件去修复自己的身心。达到这种程度，我才有资格去孕育一个孩子。,1702222497,钱多幸运开心,3,198063988320,1,0
2789,投错票了,1702222091,佛魔分,0,198062847696,1,0
2790,我是典型的还没做就会想很多的人，会想怎么带孩子，怎么给孩子提供好的一切，自己能做到吗？但是因为太穷了，自己都活得不上不下，照顾自己都费劲，父母都不怎么顾得上，生孩子？我能力不足，就放弃了。,1702221741,乀幾夕,0,198061975040,-999,0
2791,你花了那么多钱养大的孩子被另外一个人3000一个月雇走了[doge],1702221017,轻罗小扇子゜,1,198060171808,-999,0
2792,我只会尊重祝福！,1702220803,瑟瑟宝,0,198059612448,-999,0
2793,究竟要怎样才能改变重男轻女的观念，老一辈保守也就算了，为什么新一辈人还会有这种想法，实在无法理解,1702220204,星光沉埃,0,198057830784,-999,0
2794,劝你们这些小子别打烟雾弹，老子身边全是小孩。,1702219756,勤政廉洁高效,0,198056725600,2,0
2795,我想要孩子，但不想结婚，我想去合法代孕的国家花钱代孕，然后带他去旅行，吃美食，感受世间的美好,1702219664,TOP伯乐,1,198056499744,-999,0
2796,还是想和自己的对象要一个孩子，属于我们两个的爱的结晶和见证。也自私的想要一个我曾经来过的证明。,1702219495,忘仔刘奶牛,0,198055976464,1,0
2797,我不想结婚不想要孩子，但是感觉自己没办法承受以后一直一个人生活,1702219402,我愿做清风,0,198055734736,-999,0
2798,我感觉对女生太说突然很爱一个异性很爱一个小孩特别可怕，变得都不像自己了，感觉就像一种基因缺陷，我自己只能尽量理智些控制些，太吓人啦。,1702218963,丁芥緑,0,198054563504,-999,0
2799,总有一种要拖人下水的感觉,1702218494,时月微冷,0,198053171328,-999,0
2800,因为我不会给他带来快乐 我没法让他拥有一个幸福的生活 他应该去能让他更幸福的家里,1702218390,大d崩崩,0,198052932736,2,0
2801,我喜欢平淡的生活  对于小孩我更多是持喜欢态度但前提是小孩子听话懂礼貌 很多熊孩子就是因为家长没教好 我不希望我未来的妻子受生育之苦 一来我是一个心疼的妻子的人 二来 我认为血缘关系没那么重要 更多的是感情 自古有一句话就是养育之恩大于生育之恩 感情才是人们生活最重要的东西,1702217693,等候间,0,198051034992,1,0
2802,互相着重，谁也别劝谁，自己的苦痛都自己受着就可以了,1702217022,ClisRong,0,198049382096,2,0
2803,不仅恐孕还恐婚[脱单doge],1702216306,打翻牛奶瓶,0,198047374816,-999,0
2804,我不生孩子只是因为我是通讯录😂但我真的觉得有孩子以后不会那么孤独（只要有能力抚养大，正常做父母）这一点挺挺羡慕异性恋的，再说生育是刻在基因里的本能，除了极少数人，大多数人有了孩子一定是爱ta的（只论出发点不论行为），补丁：没有任何劝生的意思，我尊重也理解每一个人的选择，能自行承受此后的好坏就成[tv_doge],1702215796,来着可喵,0,198046017008,2,0
2805,这句话说的很对，就是目前选择不生的人都是在自我考虑能为孩子带来什么，所以很慎重结婚也很慎重生小孩,1702215436,ZLMeee,0,198045062144,-999,0
2806,生孩子必须双方都要共同负责，要不然真的很累！！,1702215109,霹雳壹壹,0,198044240112,-999,0
2807,我的父亲检查出来了肺癌，爸爸生病吃靶向药一个月报销过后仍需要四千多块钱，我却天天带小孩没有收入不知道该怎么帮助他，帮助我的爸爸妈妈。做了这么多年小孩我觉得孩子更像是讨债鬼，如果我爸爸妈妈不生我和弟弟他和妈妈这么多年挣得钱绰绰有余治疗他们可能会生的各种疾病。生了孩子我都是劝别人不要结婚，结了婚没有生小孩的我劝她们不要生小孩。,1702215014,上尉w,0,198043935856,-999,0
2808,不要，是对我本就不算富裕的人生负责，也是对这个孩子不会像我一样负责，我已经很厌恶我自己了，不要再把这份厌恶传递下去了,1702214997,人间蔻蔻,0,198043889344,2,0
2809,不要，没法负责。我很怕多少会带上原生家庭的一些坏习惯，这对我和孩子都是伤害，没必要。而且我也没那么伟大，自己享乐可能才是我想要的,1702214836,衿棠棠,1,198043346432,2,0
2810,还是想要小孩的，家庭的温馨和为人父母的喜悦。但是这对于经济和心智都是一项考验,1702214133,彼得-潘的永无乡,0,198041609104,1,0
2811,因为我生了孩子，所以我建议不要孩子。顺的过程中发烧，转剖。每天吊5瓶水，手疼的不行，宫缩素肚子疼，血管都粗了，留置针扯掉后手上一个洞，流了一晚的水，然后变成疤。躺在床上动都不能动，和瘫痪了一样。第一天还有尿管，第二天拔掉就让你下床，做完手术6小时不能喝水吃饭，要压肚子。剖完三天没有奶直接给开奶，不给母乳护士家人轮流逼逼赖赖，道德绑架。产后腰疼，手脚疼麻，妊娠纹很难看，也胖了很多，疤痕增生，恶露2个多月都没有完。语言形容不出十分之一的难受,1702213635,E-Pcat,0,198040151072,2,0
2812,男多女少，是要为战争做准备的[doge],1702213632,春浮梦-,0,198040250288,-999,0
2813,我妈是支持我不生的，起初也说不行老了孤独，现在算是看明白这代独生子女和孤独的共处能力有多强了，然后慢慢转变为支持不生。我和男朋友交往8年，马上结婚，确定关系之前我俩先确认了一下对方喜不喜欢小孩，答案是一致的不喜欢。其实我不太懂为什么孤独的人生就不值得过，或者晚年不那么美好的人生就要被提前干预，不让它出现。人生不就是一个个当下的选择组成的吗，如果提前预知了每个选项的结果再去做决定又有什么意义？况且人类根本不可能预测到每个选项的结果，只是他们自以为能预见而已。我不生孩子决定潇洒度过自己年轻的时光，同时也代表，我做好了晚年可能会孤独、没人照顾，甚至更加凄凉悲惨的景象，那又怎么样呢，这就是我的人生啊，不是每个人都要子孙绕膝，在暖床上由家人陪伴地离开这个世界吧。,1702213128,胡椒味小鱼干儿,0,198038965200,2,0
2814,因为我一看见小孩就觉得烦[藏狐],1702213075,CatGPT_,0,198038805696,2,0
2815,那些伤害自己依然要生个儿子的女性，就是妥妥的受害者啊，她们从小到大，自己的亲身经历，告诉她们儿子比女儿金贵，并且她们可能曾经受过上一任婆婆的压迫，等到自己多年媳妇熬成婆，也再次开始了历史的轮回，当然说这些不是为她们开脱什么，毕竟可怜之人也有可恨之处，说这些只想认真思考为什么会有那么多女性长辈，也去为难女性，同为女人，为何苦苦相逼，以及身为女人，为何偏偏执着于生儿子？根源在于几千年来根深蒂固的男权社会，在于重男轻女思想，有些人说自己不重男轻女，说自己明明很爱女儿，实际上绝大多数人多多少少都有一些重男轻女，包括我自己，小时候看电视剧，里面女主生了一个女儿，居然会觉得她没能留下个儿子，真是可惜，为什么我会这么认为？因为那些电视剧里面全是男的做主，男的就是“当家的”，是掌权的，是在外面建功立业，威风凛凛的，女生却是在内宅里争风吃醋，为了争一个男人而要死要活，家产都是留给儿子的，那些没有儿子的寡妇会被吃绝户，家产会被收回家族所有，所以哪怕过继一个没有关系的男丁，也要有个儿子在自己名下……从小看到这样子的剧情，尽管我清醒地知道这样很不对，但是依然在女主只生了一个女儿以后，觉得很可惜，觉得儿子才是她的依靠……我还是接受了新时代教育的人，潜意识里都有这种想法，觉得好可怕，何况那些受教育程度不高，或者家里更重男轻女的人呢？她们没有能力改变一切，只能融入，由受害者变成加害者，如果这种思想和制度是吃人的老虎，她们就是被老虎吃掉以后诞生的伥鬼，为虎作伥，她们既是受害者，也是加害者。但是问题的根源绝对不在于她们，而在于根深蒂固的传统糟粕，在那些重男轻女思想……所幸我对自己的某些潜意识非常厌恶，我不想变成伥鬼，所以我宁可不婚不育，我不能保证我找到的对象是不是繁殖癌，是不是重男轻女的人，一个人也无法对抗一个家族，无法改变一个社会的世俗观念，所以目前能做的，自己能做的，只能是选择不婚不育，绝不让某些糟粕通过我的身上传承下去，至于那些有兴趣的人，自己就多生几个吧。把我的份也拿去。,1702212838,宋云熙04551,0,198038252608,-999,0
2816,想生孩子，但是养育成本太高了[OK],1702212712,RealMrBlueSky,0,198037847120,-999,0
2817,男同为什么讨论这个🤣👉,1702212581,宇宙超级巨无霸咸鱼,0,198037534912,-999,0
2818,有些人就是闲的，管好自己得了，管别人闲事。,1702212454,桫椤530,0,198037093440,-999,0
2819,都别过度干预别人,1702211242,bili_99739184823,0,198034033808,2,0
2820,@纹翼大叔 等你有了孩子做了家长你就能明白了，你会不自觉地为孩子好，希望也希望他老了只会能有所养，所以你不能共情是你的阅历不够，每个人都有自己的信念与选择，咱们尊重就好了。当然太极端了也没必要，累。,1702209886,jk不赖,1,198030455232,-999,0
2821,我有孩子，也祝福和理解丁克的人,1702209712,xueli2018,0,198030107232,-999,0
2822,没事我直接不找对象[嗑瓜子],1702209655,かなめのyuki,0,198029934992,2,0
2823,我一直想知道，如果没孩子是不是老了之后真的会过得很惨？有的人老是说你老了没孩子就会被欺负，到底是不是这样啊？,1702209289,阿了-,0,198028865584,-999,0
2824,我妈和丈母娘也催我和老婆生孩子，我们硬是不生，毕竟刚结婚有钱又有时间，生个娃不是计划全破灭了吗，虽然她们说有保姆能带，但我一想这也太不不负责任了，反正能拖就拖活在当下[吃瓜],1702209201,哈里莱卡里莱,0,198028632864,-999,0
2825,"我是30岁的时候生了孩子，天时地利人和（房贷公积金基本覆盖，没车贷，父母也愿意帮忙搭把手）似乎没什么理由拒绝孩子的到来。现在看孩子的到来还是给家庭带来了很多欢乐。我这边工作很轻松朝九晚五双休不加班目前陪着他一起学习乐器/绘画，生活很充实。孩子爸爸的工作辛苦一些，所以育儿我承担多一些。
一个孩子的到来是实实在在会改变生活方式和未来规划的，需要充分考虑和心理准备。要或者不要都是自由，只是一旦做出了选择就得承担起责任。",1702208413,今天也要加油呾,1,198026608016,1,0
2826,woc点错了,1702207386,干物女sayee,0,198024040736,1,0
2827,好像男性没有资格谈论生育吧,1702206996,菲mei,0,198023069504,-999,0
2828,我只知道我和我堂哥家庭条件差不多，但是他现在两个孩子压力大得要死。,1702206650,大肉包子浦,0,198022143360,-999,0
2829,根本养不起，养自己都要累死了，生下来谁养[藏狐],1702206533,夏之叶Q,0,198021873312,2,0
2830,最烦这种嘲讽别人说教实则自己也在说教的人，尤其还要扯到孩子本身，首先你觉得你不共情别人是你的自由，那么别人生与不生也是别人的自由，再其次他有没有问题和不听劝依旧生孩子也是他们的自由。另外男孩女孩，养不养得起都是别人的选择，你说个得，什么问过孩子同意不同意是最最最扯的事，你现在去妇产医院找孕妇去问问他肚里的孩子愿不愿意，你咋不问问鸡愿不愿意被你吃呢，这种不存在交流的事情就没有讨论的基础，什么爸妈都没问过我就把我生下来你们考虑过我的人权吗，本质就是脑子没长好。,1702205389,苍雪孤独,2,198018789280,-999,0
2831,看到开局我有些疑惑，男同也会选择生孩子吗？,1702205358,账号已注销,1,198018631872,-999,0
2832,你直接说你在煽动大家都别生就完了，说的冠冕堂皇的。哦，恰烂钱，那没事了。,1702205245,鸑鷟一心,0,198018381904,1,0
2833,想养个狗但是觉得自己精力不够，对象和孩子更是不敢想了。,1702203912,桐枫2000,1,198015025520,2,0
2834,别美化了，睡大通铺，被纹身土流氓欺负，吃馊饭，公共厕所浴室，毫无隐私，活动范围就那么几平还要很多人共用，还有被男同QJ的风险，你确定你觉得监狱能住下去？,1702203484,钻头男西蒙,0,198013907168,-999,0
2835,我第一感觉  这个up怕是个gay吧[微笑],1702203463,小迪迪司,1,198014010608,1,0
2836,身心健康的话，说白了就是在逃避呗，逃得了初一，逃不了十五。,1702202622,Yu-yuki-ki,0,198011861904,-999,0
2837,我的学历是研究不生,1702201595,美式猎手,0,198009381744,2,0
2838,只能说生了就好好养，我爸妈当年也是因为不管做B超还是反应都是男孩才罚款要的我，结果生下来是女孩，但生了就要好好养，我很幸运，我父母在精神上可能是我关心不够但物质上是很少亏欠过的,1702201469,Moyu钢笔,1,198008996304,-999,0
2839,我自己什么样，我心里清楚。我认为自己没有养育小孩的能力。自己都活的累，再加个小孩，都不敢想是什么地狱人生,1702201423,Groza啊,0,198008854000,2,0
2840,越长大越觉得原生家庭的影响真的很大，我妈就是独裁的那种典型东亚式家长，虽然我不想和她一样，但我发现自己身上越来越有她的影子了。我自己小时候就过得不开心，如果我生一个小孩肯定就是1:1复刻我和我妈,1702201288,Gabrieljules,0,198008659792,2,0
2841,我当了20年孩子，能不知道孩子有啥好处吗？[妙啊]🈚️,1702201194,一箱蓝人,1,198008421264,-999,0
2842,你能共情就鬼了，因为你只是靠两性话题恰烂钱罢了[微笑],1702200686,LoveFIower,2,198007137760,-999,0
2843,在我看来，要生孩子的话，至少要保证孩子的生活水平处于当地的平均水平，多少没钱硬生的，根本不是爱孩子,1702200140,QCappuccino,1,198005757120,2,0
2844,如果有选择的话每个家长都会把最好的一切都给自己的孩子，现在困住所有人的也并非天生的。生育的权利是所有人的自由选择，这种“自由选择”的权利应该是在自己如何选择都可以将孩子养好的前提下做出的；如果说选择不生是因为不让孩子继承自己一生的贫穷和忙碌而做出的选择，那么这种选择并非自愿而是被迫，也仅仅是比被迫多了一些理智，即非“自由选择”。也不要说无法共情选择生育的人的苦难，共情苦难应该是每个人所以应该有的情感，要知道如果可以选择谁都不愿意去经历苦难。所以以上的问题并非人民内部矛盾，而是的的确确的阶级矛盾。是因为大多数人被少部分人剥削着，这就是真正苦难的原因。,1702199990,不及墨眉,0,198005531456,-999,0
2845,我今年生了一个宝宝，说实话我现在很爱他。但是，如果我能更自由更勇敢，我还是不结婚不想要孩子。,1702198647,糖瓜瓜糖心心,0,198002228224,2,0
2846,我发现一个规律，只要是结婚有家庭的人，都会有无尽烦恼，不管是有钱没钱。所有的烦恼根都是从婚姻开始。,1702198534,小后主,0,198002051216,-999,0
2847,。。。对这个up观感真的非常差，给我一种“我超懂女性”“我是正常男人”非常非常装的感觉。男性来控诉女性不公真的把流量吃的死死的，反正我是不相信有男人可以真正和女性共情,1702198410,小天才谕,7,198001865328,-999,0
2848,一是难以想象我这种以自我为中心性格的人是否能承担起母亲的责任，很难去全心全意地爱一个人。二是没钱……哈哈哈。,1702198254,卡迪卡夫卡啦卡,0,198001354944,2,0
2849,希望独立女性们不要依靠再卖子宫，早日独立,1702197910,折木土间埋,0,198000724320,-999,0
2850,博主说的观点都来自 何以为家 推荐大家看,1702196484,旻旻怒古亚,2,197997413520,-999,0
2851,我作为一个04后大学在读，以后就挺想要个小孩的，我不是想要她做到什么我做不到的事，也不是更想在晚年会儿孙满堂，我就是想要她，我想陪着她一起长大，但是我确实不太想经历生孩子会对身体造成的伤害,1702195964,-_-mxl,0,197996278112,-999,0
2852,我觉得吧。我自己不一定当得了一个好父母。也没有那个财力去生他，养他，给他好日子过。同时我又觉得这会对我带来损耗，所以就干脆不生了。,1702195379,卷心菜蛋糕,0,197994938592,2,0
2853,我生的宝宝太多了，分几个给其他人，别再催生了他们了[脱单doge][脱单doge][脱单doge],1702195006,吴小佛爷丫,0,197994191024,-999,0
2854,另一半和家庭能给我足够的安全感或者他能让我变成恋爱脑并且他非常需要孩子的话我会生不过事先一定会约法三章 首先我不会为了孩子放弃我作为独立女性的事业  其次必须经济状况优秀能让我的孩子接受一些陶冶情操的高级课程不用让他为了没钱妥协掉自己的爱好 第三不管孩子出不出国我的家庭必须具备送孩子出国看世界的经济实力      总的来说让我生孩子必须满足 我足够爱我的爱人和我们有超越大多数人的经济实力,1702194406,鲅鱼夜夜子,0,197992883872,-999,0
2855,我养个金鱼都担心它会不会死更不要说孩子了哈哈哈哈,1702193461,在奔跑の鱼,0,197990783056,2,0
2856,我尊重生和不生的两种选择，我尊重结婚和不婚，我一直认为人不该逼迫另一方去选择，无论他选择什么，还有生育也是一个道理，生就生了，不要绑架孩子和孩子的孩子，不生就不生了，也不要去戏谑他人，只要不产生莫名的优越感和自我满足感，什么我多伟大我多聪明，其实都无所谓的，所以我从不劝我不婚的朋友结婚。,1702193432,人在亚楠飚轮椅,0,197990706560,-999,0
2857,如果有机会做选择我不愿意来到这个世界上，既然我不想要为什么要让另一个人也体验一下[微笑],1702193384,在奔跑の鱼,0,197990727776,2,0
2858,孩子是奢侈品。普通人选择要理性。。,1702192863,网亦麻子,0,197989561168,-999,0
2859,生异性了，哥们[脱单doge],1702192726,帝王蟹煲6,0,197989257888,1,0
2860,"我的娃娃
我的娃娃，不是为我而来。我的娃娃只是凭借我而来。
而我，肩负我的责任，履行我的义务。供她温饱，护她周全。给予她教育，让她任凭自己想像，能飞多远多高都可以。
她，需要为我付出的是，在我病倒的时候，拿着我的钱来跟护工签合同。在我检查时需要她搬运我。在我经受病痛苦难时，她来给我的放弃治疗确认单上签字。
她为我付出的这些，都是如果我是丁克，就无法解决的事情。仅此而已。
这世上所有人都凭借执念苟活，但我从没听说过靠给自己找借口苟活的。",1702191498,PinkBeen.,1,197986540624,-999,0
2861,我和我妈说我也不想被她生出来 我妈说是我自己投胎看上她了是我自己的不好不来别人,1702191446,圣洁郡主,0,197986391888,-999,0
2862,加油 都别生 以后我儿子大学住双人宿舍[脱单doge],1702191194,休惊s,0,197985886576,-999,0
2863,生不生都是个人的自由 总之 管好自己得了 少对别人的选择指手画脚  反正别让自己后悔就行,1702191065,等雨还等你,1,197985575552,-999,0
2864,自己都没弄明白的人生问题没解决，却试图交给下一代以此替你解决人生的问题[辣眼睛],1702191029,火蛾小何,0,197985547632,-999,0
2865,我发现今年b站的风评好像变了。以前不生和生一半一半吧，现在好像很少看见后者了。,1702190473,想念熊2,0,197984414688,-999,0
2866,我不想生是因为我甚至都不想恋爱，我很难想象有另一个人和我一起生活，甚至生孩子……而且我觉得我给不了孩子一个好的生活，因为我自己都活的很随意……,1702188964,纪渶,0,197980993312,-999,0
2867,不生是因为如果我是我的孩子，那真tm活得太苦了。问问自己如果你是你的孩子，生不生答案就出来了,1702188908,im猴子,0,197980894176,-999,0
